,gene_group,associated_uniprot_IDs,associated_reactions,associated_pdb,associated_cath_classes,associated_cath_domains,substrates,products
653,b0089;b1069;b3396,P0ABG4;P0AF16;P02918,MPTG;MPTG2,,,,uaagmda_c;murein5p5p_p,udcpdp_c;murein5p5p5p_p;h_c;murein5p5p_p
654,b0089;b1069;b2519,P0ABG4;P0AF16;P76577,MPTG;MPTG2,,,,uaagmda_c;murein5p5p_p,udcpdp_c;murein5p5p5p_p;h_c;murein5p5p_p
655,b0089;b0149;b1069,P0ABG4;P02919;P0AF16,MPTG;MPTG2,,,,uaagmda_c;murein5p5p_p,udcpdp_c;murein5p5p5p_p;h_c;murein5p5p_p
656,b0784;b0785,P30748;P30749,MPTS,1fm0,3.10.20.30.7.2.1.1.1.81;3.90.1170.40.1.1.1.1.1.142,1fm0D00;1fm0E00,moadcosh_c;cpmp_c;cu2_c,mpt_c;h_c;moadcoo_c
657,b0826,P12282,MPTSS,1jw9,3.10.20.30.7.2.1.1.3.81;3.40.50.720.210.1.1.1.1.240,1jw9D00;1jw9B00,atp_c;h_c;moadcoo_c,ppi_c;moadamp_c
658,b1008,P75894,MSAR,,,,nadph_c;msa_c;h_c,nadp_c;3hpp_c
659,b0529,P24186,MTHFC;MTHFD,1b0a,3.40.50.720.306.6.2.1.1.130;3.40.50.10860.19.4.2.1.1.86,1b0aA01;1b0aA02,nadph_c;nadp_c;10fthf_c;h2o_c;mlthf_c;h_c;methf_c,nadph_c;nadp_c;10fthf_c;h2o_c;mlthf_c;h_c;methf_c
660,b3941,P0AEZ1,MTHFR2,3fst,3.20.20.220.1.1.1.1.1.286;3.20.20.220.1.1.1.1.2.274;3.20.20.220.1.1.1.1.3.265,3fstA00;3fstE00;3fstC00,mlthf_c;h_c;nadh_c,nad_c;5mthf_c
661,b1059,P40874,MTRPOX;SARCOX,2uzz,3.30.9.10.23.1.1.1.1.191;3.30.9.10.23.1.1.1.2.191;3.30.9.10.23.1.1.1.3.191;3.30.9.10.23.1.1.1.4.191;3.50.50.60.34.2.1.1.1.174;3.50.50.60.34.2.1.1.2.173;3.50.50.60.34.2.1.1.3.172;3.50.50.60.34.2.1.1.4.171,2uzzA02;2uzzB02;2uzzC02;2uzzD02;2uzzB01;2uzzA01;2uzzD01;2uzzC01,sarcs_c;h2o_c;o2_c;Nmtrp_c,h2o2_c;fald_c;gly_c;trp__L_c
662,b3996,P32664,NADDP,1vk6,3.90.79.10.61.1.1.1.1.127;3.90.79.20.1.1.1.1.1.122,1vk6A02;1vk6A01,h2o_c;nad_c,nmn_c;amp_c;h_c
663,b2411,P15042,NADDP,,,,h2o_c;nad_c,nmn_c;amp_c;h_c
664,b1109,P00393,NADH10;NADH5;NADH9,,,,nadh_c;h_c;mqn8_c;q8_c;2dmmq8_c,2dmmql8_c;mql8_c;nad_c;q8h2_c
665,b3713,P0AGE6,NADH10;NADH5;NADH9,3svl,3.40.50.360.5.3.1.1.1.182;3.40.50.360.5.3.1.1.2.181,3svlB00;3svlA00,nadh_c;h_c;mqn8_c;q8_c;2dmmq8_c,2dmmql8_c;mql8_c;nad_c;q8h2_c
666,b0046,P0A754,NADH10;NADH5;NADH9,,,,nadh_c;h_c;mqn8_c;q8_c;2dmmq8_c,2dmmql8_c;mql8_c;nad_c;q8h2_c
667,b1004,P0A8G6,NADH10;NADH5;NADH9,3b6i,3.40.50.360.2.1.1.2.3.197;3.40.50.360.2.1.1.2.4.197,3b6iA00;3b6iB00,nadh_c;h_c;mqn8_c;q8_c;2dmmq8_c,2dmmql8_c;mql8_c;nad_c;q8h2_c
668,b2276;b2277;b2278;b2279;b2280;b2281;b2282;b2283;b2284;b2285;b2286;b2287;b2288,P0AFF0;P0AFE8;P33607;P0AFE4;P0AFE0;P0AFD6;P0AFD4;P33602;P31979;P0AFD1;P33599;P0AFC7;P0AFC3,NADH16pp;NADH17pp;NADH18pp,,,,nadh_c;h_c;mqn8_c;q8_c;2dmmq8_c,2dmmql8_c;mql8_c;h_p;nad_c;q8h2_c
669,b0605;b0606,P0AE08;P35340,NADHPO,4o5q;5b8a,3.40.30.80.1.1.1.1.1.200;3.50.50.60.81.1.1.1.1.197;3.50.50.60.148.1.1.1.2.124;3.40.30.10.212.1.1.15.1.162;3.40.30.10.212.1.1.15.2.162;3.40.30.10.212.1.1.15.3.163;3.40.30.10.212.1.1.15.4.164;3.40.30.10.212.1.1.15.5.165;3.40.30.10.212.1.1.15.6.166;3.40.30.10.212.1.1.15.7.168;3.40.30.10.212.1.1.15.8.170;3.40.30.10.212.1.1.15.9.171;3.40.30.10.212.1.1.15.11.177,4o5qA01;4o5qA02;4o5qA03;5b8aD00;5b8aI00;5b8aC00;5b8aE00;5b8aF00;5b8aB00;5b8aA00;5b8aJ00;5b8aG00;5b8aH00,h2o2_c;h_c;nadh_c,h2o_c;nad_c
670,b4167,P31806,NADHXD;NADHXE;NADPHXD;NADPHXE,,,,nadhx__S_c;nadphx__R_c;nadhx__R_c;adp_c;nadphx__S_c,nadhx__S_c;nadph_c;nadphx__R_c;pi_c;nadhx__R_c;nadh_c;amp_c;h_c;nadphx__S_c
671,b2615,P0A7B3,NADK,,,,atp_c;nad_c,h_c;adp_c;nadp_c
672,b3028,P0AEY5,NADPHQR2;NADPHQR3;NADPHQR4,2b3d,3.40.50.360.1.1.2.2.1.193;3.40.50.360.1.1.2.2.2.191,2b3dA00;2b3dB00,nadph_c;h_c;mqn8_c;q8_c;2dmmq8_c,2dmmql8_c;mql8_c;nadp_c;q8h2_c
673,b1740,P18843,NADS1,1wxi,3.40.50.620.26.4.1.1.1.261,1wxiA00,atp_c;nh4_c;dnad_c,ppi_c;amp_c;h_c;nad_c
674,b3962,P27306,NADTRHD,,,,nadph_c;nad_c,nadp_c;nadh_c
675,b0931,P18133,NAMNPP,,,,atp_c;h2o_c;prpp_c;nac_c,ppi_c;nicrnt_c;adp_c;pi_c
676,b2518,P0A763,NDPK1;NDPK2;NDPK3;NDPK4;NDPK5;NDPK6;NDPK7;NDPK8,2hur,3.30.70.141.2.1.2.1.1.142;3.30.70.141.2.1.2.1.2.142;3.30.70.141.2.1.2.1.3.142;3.30.70.141.2.1.2.1.4.142;3.30.70.141.2.1.2.1.5.142;3.30.70.141.2.1.2.1.6.142,2hurA00;2hurB00;2hurC00;2hurD00;2hurE00;2hurF00,dutp_c;dttp_c;dgdp_c;atp_c;cdp_c;dgtp_c;dcdp_c;dctp_c;gtp_c;dtdp_c;udp_c;utp_c;dudp_c;gdp_c;ctp_c;dadp_c;adp_c;datp_c,dutp_c;dttp_c;dgdp_c;atp_c;cdp_c;dgtp_c;dcdp_c;dctp_c;gtp_c;dtdp_c;udp_c;utp_c;dudp_c;gdp_c;ctp_c;dadp_c;adp_c;datp_c
677,b2710;b2711,Q46877;P37596,NHFRBO,,,,h_c;nadh_c;no_c,h2o_c;nad_c;n2o_c
678,b4390,P27278,NMNAT,,,,atp_c;nmn_c;h_c,ppi_c;nad_c
679,b0639,P0A752,NMNAT;NNATr,1k4m,3.40.50.620.11.2.1.1.2.213;3.40.50.620.11.2.1.1.3.213;3.40.50.620.11.2.1.1.4.213,1k4mA00;1k4mB00;1k4mC00,dnad_c;nicrnt_c;atp_c;ppi_c;h_c;nmn_c,dnad_c;nicrnt_c;nad_c;atp_c;ppi_c;h_c
680,b2700,P0A6G3,NMNDA,,,,h2o_c;nmn_c,nicrnt_c;nh4_c
681,b1768,P21369,NNAM,,,,ncam_c;h2o_c,nh4_c;nac_c
682,b1991,P36562,NNDMBRT,,,,nicrnt_c;dmbzid_c,5prdmbz_c;h_c;nac_c
683,b0109,P30011,NNDPR,,,,prpp_c;h_c;quln_c,co2_c;nicrnt_c;ppi_c
684,b2202;b2203;b2204;b2205;b2206,P0ABL5;P0ABL3;P33934;P0AAL3;P33937,NO3R1bpp,,,,no3_p;q8h2_c,no2_p;q8_c;h2o_p
685,b1465;b1466;b1467;b1468,P0AF32;P19317;P19318;P19319,NO3R1pp;NO3R2pp,,,,mql8_c;no3_c;h_c;q8h2_c,no2_c;h_p;h2o_c;mqn8_c;q8_c
686,b1224;b1225;b1226;b1227,P09152;P11349;P0AF26;P11350,NO3R1pp;NO3R2pp,,,,mql8_c;no3_c;h_c;q8h2_c,no2_c;h_p;h2o_c;mqn8_c;q8_c
687,b2202;b2203;b2206,P0ABL5;P0ABL3;P33937,NO3R2bpp,,,,mql8_c;no3_p,no2_p;h2o_p;mqn8_c
688,b2552,P24232,NODOx;NODOy,1gvh,1.10.490.10.9.5.1.1.1.148;2.40.30.10.6.4.1.1.1.106;3.40.50.80.15.1.1.1.1.142,1gvhA01;1gvhA02;1gvhA03,nadph_c;o2_c;nadh_c;no_c,no3_c;nadp_c;h_c;nad_c
689,b2744,P0A840,NTD1;NTD10;NTD11;NTD12;NTD2;NTD3;NTD4;NTD5;NTD6;NTD7;NTD8;NTD9;PPA;PPA2,,,,cmp_c;dtmp_c;dimp_c;dcmp_c;gmp_c;ppi_c;dump_c;xmp_c;damp_c;dgmp_c;pppi_c;h2o_c;amp_c;imp_c;ump_c,ins_c;din_c;dgsn_c;pi_c;dcyt_c;ppi_c;xtsn_c;thymd_c;cytd_c;adn_c;h_c;duri_c;dad_2_c;gsn_c;uri_c
690,b4374,P0A8Y1,NTD1;NTD2;NTD5,,,,ump_c;h2o_c;dtmp_c;dump_c,thymd_c;duri_c;pi_c;uri_c
691,b2291,P76491,NTD1;NTD12;NTD3;NTD5;NTD6;NTD8,2paq,1.10.3210.10.28.1.1.2.1.171;1.10.3210.10.28.1.1.3.1.170,2paqA00;2paqB00,dtmp_c;dimp_c;dcmp_c;dump_c;damp_c;dgmp_c;h2o_c,din_c;dgsn_c;pi_c;dcyt_c;thymd_c;duri_c;dad_2_c
692,b2361,P76514,NTD1;NTD12;NTD3;NTD5;NTD6;NTD7;NTD8;NTD9,,,,dtmp_c;dimp_c;dcmp_c;gmp_c;dump_c;damp_c;dgmp_c;h2o_c;amp_c,din_c;dgsn_c;pi_c;dcyt_c;thymd_c;adn_c;duri_c;dad_2_c;gsn_c
693,b0480,P07024,NTD10pp;NTD11pp;NTD12pp;NTD1pp;NTD2pp;NTD3pp;NTD4pp;NTD5pp;NTD6pp;NTD7pp;NTD8pp;NTD9pp;UACGALPpp;UACGAMPpp;UDPGALPpp;UDPGPpp;UGLCURPpp,1ush,3.60.21.10.25.1.1.1.2.327;3.90.780.10.3.1.1.1.2.188,1ushA01;1ushA02,udpglcur_p;ump_p;udpacgal_p;udpgal_p;udpg_p;dgmp_p;dcmp_p;dump_p;dimp_p;amp_p;gmp_p;xmp_p;cmp_p;dtmp_p;imp_p;uacgam_p;h2o_p;damp_p,xtsn_p;dgsn_p;ump_p;h_p;g1p_p;uri_p;gal1p_p;gsn_p;pi_p;dad_2_p;duri_p;adn_p;thymd_p;acgal1p_p;din_p;acgam1p_p;cytd_p;ins_p;glcur1p_p;dcyt_p
694,b3399,P64636,NTD11;NTD12;NTD7;NTD8;NTD9,,,,dimp_c;gmp_c;dgmp_c;h2o_c;amp_c;imp_c,ins_c;din_c;dgsn_c;pi_c;adn_c;gsn_c
695,b0650,P77319,NTP1,,,,atp_c;h2o_c,h_c;adp_c;pi_c
696,b4161,P39286,NTP1;NTP10;NTP3;NTP5,4a2i,,,atp_c;gtp_c;itp_c;h2o_c;ctp_c,cdp_c;pi_c;idp_c;h_c;gdp_c;adp_c
697,b4394,P39411,NTP10;NTP11;NTP12,1u5w,3.90.950.10.7.1.2.1.1.174;3.90.950.10.7.1.2.1.2.172;3.90.950.10.7.1.2.1.3.172;3.90.950.10.7.1.2.1.4.172;3.90.950.10.7.1.2.1.5.172;3.90.950.10.7.1.2.1.6.170;3.90.950.10.7.1.2.1.7.168;3.90.950.10.7.1.2.1.8.162,1u5wC00;1u5wB00;1u5wD00;1u5wE00;1u5wF00;1u5wH00;1u5wG00;1u5wA00,xtp_c;h2o_c;itp_c;ditp_c,pi_c;idp_c;h_c;didp_c;xdp_c
698,b4352,P24203,NTP3,1nij,3.30.1220.10.1.1.1.1.1.116;3.40.50.300.110.1.1.1.1.201,1nijA02;1nijA01,h2o_c;gtp_c,pi_c;h_c;gdp_c
699,b2727,P0AAN3,NTP3,,,,h2o_c;gtp_c,pi_c;h_c;gdp_c
700,b2918,P27254,NTP3,2p67,1.10.287.130.4.1.1.1.1.65;1.20.5.170.5.1.1.1.1.52;3.40.50.300.47.2.1.1.1.185,2p67A03;2p67A01;2p67A02,h2o_c;gtp_c,pi_c;h_c;gdp_c
701,b2173,P33030,NTP3,,,,h2o_c;gtp_c,pi_c;h_c;gdp_c
702,b3590,P14081,NTP3,5lzd,,,h2o_c;gtp_c,pi_c;h_c;gdp_c
703,b4173,P25519,NTP3,5ady,,,h2o_c;gtp_c,pi_c;h_c;gdp_c
704,b0980,P07102,NTP3pp;PHYTSpp,1dkq,3.40.50.1240.10.3.1.2.1.286;3.40.50.1240.24.3.1.1.1.124,1dkqA01;1dkqA02,minohp_p;h2o_p;gtp_p,inost_p;h_p;pi_p;gdp_p
705,b2781,P0AEY3,NTPP1;NTPP2;NTPP3;NTPP4;NTPP5;NTPP6;NTPP7;NTPP8,3cra,1.10.287.1080.5.1.1.1.1.86;1.10.287.1080.5.1.1.1.2.111;1.10.287.1080.12.1.1.1.1.128;1.10.287.1080.12.1.1.1.2.132,3craB01;3craA01;3craA02;3craB02,dttp_c;dgtp_c;dctp_c;atp_c;gtp_c;h2o_c;utp_c;ctp_c;datp_c,cmp_c;dtmp_c;dcmp_c;gmp_c;ppi_c;damp_c;dgmp_c;amp_c;h_c;ump_c
706,b2954,P52061,NTPP10;NTPP11;NTPP9,1k7k,3.90.950.10.4.1.1.1.1.205,1k7kA00,xtp_c;ditp_c;h2o_c;itp_c,dimp_c;ppi_c;xmp_c;h_c;imp_c
707,b1759,P77788,NTPP3;NTPP4,2rrk,3.90.79.10.73.1.1.1.1.140,2rrkA00,dctp_c;h2o_c;ctp_c,cmp_c;ppi_c;h_c;dcmp_c
708,b0905,P75838,NTPP6,4q86,,,atp_c;h2o_c,amp_c;h_c;ppi_c
709,b3248,P25536,NTPP7;NTPP8,4p0e,3.90.950.10.5.2.1.1.1.188;3.90.950.10.5.2.1.1.2.189,4p0eB00;4p0eA00,h2o_c;utp_c;dttp_c,ump_c;dtmp_c;h_c;ppi_c
710,b0160,P15723,NTPTP1;NTPTP2,4x9e,1.10.3210.10.32.1.1.1.1.195;1.10.3210.10.32.1.1.1.2.195;1.10.3210.10.32.1.1.1.3.193;1.10.3210.10.32.1.1.1.4.193;1.10.3210.10.32.1.1.1.5.193;1.10.3210.10.32.1.1.1.6.193,4x9eA01;4x9eC01;4x9eB01;4x9eD01;4x9eE01;4x9eF01,dgtp_c;h2o_c;gtp_c,dgsn_c;pppi_c;gsn_c
711,b3365;b3366,P08201;P0A9I8,NTRIR2x,,,,no2_c;h_c;nadh_c,h2o_c;nh4_c;nad_c
712,b4070;b4071;b4072;b4073,P0ABK9;P0ABL1;P0AAK7;P32709,NTRIR3pp;NTRIR4pp,,,,no2_p;mql8_c;h_p;q8h2_c,nh4_p;q8_c;h2o_p;mqn8_c
713,b2027;b2035,P76372;P37748,O16AP1pp;O16AP2pp;O16AP3pp,,,,o16a3und_p;o16a2und_p;o16aund_p,o16a3und_p;o16a2und_p;h_p;o16a4und_p;udcpdp_p
714,b2033,P37750,O16AT,,,,accoa_c;ragund_c,coa_c;aragund_c
715,b2037,P37746,O16AUNDtpp,,,,o16aund_c,o16aund_p
716,b2034,P37749,O16GALFT,,,,garagund_c;udpgalfur_c,gfgaragund_c;udp_c;h_c
717,b2032,P37751,O16GLCT1,,,,udpg_c;aragund_c,garagund_c;h_c;udp_c
718,b0902;b0903;b2579,P0A9N4;P09373;P68066,OBTFL;PFL,,,,coa_c;2obut_c;pyr_c,accoa_c;for_c;ppcoa_c
719,b0902;b0903,P0A9N4;P09373,OBTFL;PFL,3c8f;1h16,3.20.20.70.167.1.1.1.1.245;3.20.70.20.4.1.1.1.1.759,3c8fA00;1h16A00,coa_c;2obut_c;pyr_c,accoa_c;for_c;ppcoa_c
720,b0902;b3114,P0A9N4;P42632,OBTFL;PFL,,,,coa_c;2obut_c;pyr_c,accoa_c;for_c;ppcoa_c
721,b4254,P04391,OCBT,1duv,3.40.50.1370.5.1.2.1.1.150;3.40.50.1370.5.1.2.1.2.150;3.40.50.1370.5.1.2.1.3.150;3.40.50.1370.12.1.2.1.1.183;3.40.50.1370.12.1.2.1.2.183;3.40.50.1370.12.1.2.1.3.183,1duvG01;1duvH01;1duvI01;1duvG02;1duvH02;1duvI02,cbp_c;citr__L_c;pi_c;orn_c;h_c,cbp_c;citr__L_c;pi_c;orn_c;h_c
722,b0273,P06960,OCBT,,,,cbp_c;citr__L_c;pi_c;orn_c;h_c,cbp_c;citr__L_c;pi_c;orn_c;h_c
723,b3187,P0AD57,OCTDPS,,,,frdp_c;ipdp_c,octdp_c;ppi_c
724,b0907,P23721,OHPBAT;PSERT;SDPTA,1bjn,3.40.640.10.2.6.1.1.1.241;3.40.640.10.2.6.1.2.1.241;3.90.1150.10.45.3.2.1.1.104;3.90.1150.10.45.3.2.1.2.103,1bjnA01;1bjnB01;1bjnA02;1bjnB02,glu__L_c;phthr_c;akg_c;3php_c;sl26da_c;sl2a6o_c;ohpb_c,glu__L_c;pser__L_c;phthr_c;akg_c;sl26da_c;sl2a6o_c;ohpb_c
725,b0662,P75728,OMMBLHXy,,,,nadph_c;o2_c;h_c;2ommbl_c,2omhmbl_c;h2o_c;nadp_c
726,b1281,P08244,OMPDC,1eix,3.20.20.70.132.1.2.1.1.232;3.20.20.70.132.1.2.1.2.231;3.20.20.70.132.1.2.1.3.231;3.20.20.70.132.1.2.1.4.231,1eixC00;1eixA00;1eixB00;1eixD00,orot5p_c;h_c,ump_c;co2_c
727,b2907,P25534,OMPHHXy,,,,nadph_c;o2_c;h_c;2omph_c,h2o_c;nadp_c;2ombzl_c
728,b0350,P77608,OP4ENH,2wqt,3.90.850.10.10.1.1.1.1.262;3.90.850.10.10.1.1.1.2.262;3.90.850.10.10.1.1.1.3.262;3.90.850.10.10.1.1.1.4.262;3.90.850.10.10.1.1.1.5.262;3.90.850.10.10.1.1.1.6.262;3.90.850.10.10.1.1.1.7.262;3.90.850.10.10.1.1.1.8.262;3.90.850.10.10.1.1.1.9.262;3.90.850.10.10.1.1.1.10.262;3.90.850.10.10.1.1.1.11.262;3.90.850.10.10.1.1.1.12.262;3.90.850.10.10.1.1.1.13.262;3.90.850.10.10.1.1.1.14.262;3.90.850.10.10.1.1.1.15.262;3.90.850.10.10.1.1.1.16.262;3.90.850.10.10.1.1.1.17.262;3.90.850.10.10.1.1.1.18.262;3.90.850.10.10.1.1.1.19.262;3.90.850.10.10.1.1.1.20.262,2wqtA00;2wqtB00;2wqtC00;2wqtD00;2wqtE00;2wqtF00;2wqtG00;2wqtH00;2wqtI00;2wqtJ00;2wqtK00;2wqtL00;2wqtM00;2wqtN00;2wqtO00;2wqtP00;2wqtQ00;2wqtR00;2wqtS00;2wqtT00,h2o_c;op4en_c,4h2opntn_c
729,b3843,P0AAB4,OPHBDC,5m1d,3.40.1670.10.2.1.1.1.4.118;3.40.1670.10.2.1.1.1.5.118;3.40.1670.10.2.1.1.1.6.118,5m1dA02;5m1dB02;5m1dC02,3ophb_c;h_c,2oph_c;co2_c
730,b2906,P25535,OPHHXy,4k22,3.30.9.50.6.1.1.1.1.108;3.30.9.50.6.1.1.1.2.108;3.50.50.60.44.1.1.1.1.245;3.50.50.60.44.1.1.1.2.246,4k22A02;4k22B02;4k22B01;4k22A01,2oph_c;o2_c;h_c;nadph_c,2ohph_c;nadp_c;h2o_c
731,b2965,P21169,ORNDC,,,,orn_c;h_c,ptrc_c;co2_c
732,b0693,P24169,ORNDC,,,,orn_c;h_c,ptrc_c;co2_c
733,b3642,P0A7E3,ORPT,1oro,3.40.50.2020.15.1.2.2.1.206;3.40.50.2020.15.1.2.2.2.213,1oroB00;1oroA00,orot5p_c;orot_c;ppi_c;prpp_c,orot5p_c;orot_c;ppi_c;prpp_c
734,b2373,P0AFI0,OXCDC,2q28,3.40.50.970.17.2.1.1.1.204;3.40.50.970.17.2.1.1.2.204;3.40.50.970.30.2.1.1.1.188;3.40.50.970.30.2.1.1.2.188;3.40.50.1220.13.2.1.1.1.158;3.40.50.1220.13.2.1.1.2.158,2q28A03;2q28B03;2q28A01;2q28B01;2q28A02;2q28B02,oxalcoa_c;h_c,co2_c;forcoa_c
735,b1387,P77455,OXCOAHDH,,,,2oxpaccoa_c;h2o_c;nadp_c,nadph_c;h_c;3oxdhscoa_c
736,b1394;b1397,P77467;P0C7L2,OXDHCOAT,,,,coa_c;3oxdhscoa_c,23dhacoa_c;accoa_c
737,b1014,P09546,P5CD;PROD3,,,,nad_c;1pyr5c_c;pro__L_c;h2o_c;q8_c,glu__L_c;1pyr5c_c;nadh_c;q8h2_c;h_c
738,b0386,P0A9L8,P5CR,,,,1pyr5c_c;nadph_c;h_c,pro__L_c;nadp_c
739,b1388;b1389;b1390;b1391;b1392,P76077;P76078;P76079;P76080;P76081,PACCOAE,,,,nadph_c;o2_c;h_c;phaccoa_c,h2o_c;nadp_c;rephaccoa_c
740,b1398,P76085,PACCOAL,,,,coa_c;atp_c;pac_c,amp_c;ppi_c;phaccoa_c
741,b1518,P64461,PAI2I,3qmq,3.30.70.100.17.1.2.1.1.97;3.30.70.100.17.1.2.1.2.97;3.30.70.100.17.1.2.1.3.99;3.30.70.100.17.1.2.1.4.99,3qmqA00;3qmqB00;3qmqC00;3qmqD00,dhptdp_c,dhptdd_c
742,b1517,P76143,PAI2T,3glc,3.20.20.70.156.1.1.1.1.276;3.20.20.70.156.1.1.1.2.276;3.20.20.70.156.1.1.1.3.276;3.20.20.70.156.1.1.1.4.276;3.20.20.70.156.1.1.1.5.276;3.20.20.70.156.1.1.1.6.276;3.20.20.70.156.1.1.1.7.276;3.20.20.70.156.1.1.1.8.276;3.20.20.70.156.1.1.1.9.276;3.20.20.70.156.1.1.1.10.276;3.20.20.70.156.1.1.1.11.276;3.20.20.70.156.1.1.1.12.276;3.20.20.70.156.1.1.1.13.276;3.20.20.70.156.1.1.1.14.276;3.20.20.70.156.1.1.1.15.276;3.20.20.70.156.1.1.1.16.276;3.20.20.70.156.1.1.1.17.276;3.20.20.70.156.1.1.1.18.276;3.20.20.70.156.1.1.1.19.276;3.20.20.70.156.1.1.1.20.276,3glcA00;3glcB00;3glcC00;3glcD00;3glcE00;3glcF00;3glcG00;3glcH00;3glcI00;3glcJ00;3glcK00;3glcL00;3glcM00;3glcN00;3glcO00;3glcP00;3glcQ00;3glcR00;3glcS00;3glcT00,coa_c;dhptdd_c,accoa_c;dhap_c
743,b0133,P31663,PANTS,1iho,3.30.1300.10.2.2.1.1.1.103;3.30.1300.10.2.2.1.1.2.103;3.40.50.620.8.2.2.1.1.179;3.40.50.620.8.2.2.1.2.179,1ihoA02;1ihoB02;1ihoA01;1ihoB01,atp_c;pant__R_c;ala_B_c,pnto__R_c;amp_c;h_c;ppi_c
744,b1278,P0A924,PAPA120;PAPA120pp;PAPA140;PAPA140pp;PAPA141;PAPA141pp;PAPA160;PAPA160pp;PAPA161;PAPA161pp;PAPA180;PAPA180pp;PAPA181;PAPA181pp;PGPP120;PGPP120pp;PGPP140;PGPP140pp;PGPP141;PGPP141pp;PGPP160;PGPP160pp;PGPP161;PGPP161pp;PGPP180;PGPP180pp;PGPP181;PGPP181pp;UDCPDP;UDCPDPpp,5jwy,1.20.144.10.3.1.1.2.1.254,5jwyA00,pa141_p;pgp180_c;pa120_c;pa141_c;pa140_p;pa180_c;pgp181_c;pa160_p;pgp161_p;pa161_c;pgp181_p;pgp120_c;pa161_p;udcpdp_p;pa180_p;pgp161_c;pa140_c;pa181_c;pgp140_c;pa160_c;h2o_p;pgp160_p;pgp141_c;pgp160_c;pgp180_p;pgp120_p;pgp140_p;pgp141_p;h2o_c;udcpdp_c;pa120_p;pa181_p,pg180_p;pg180_c;pg181_p;pg141_c;12dgr120_c;pg161_c;12dgr161_p;12dgr160_c;12dgr161_c;pg181_c;pi_c;pg161_p;12dgr140_c;pi_p;pg120_p;udcpp_p;12dgr141_c;pg140_p;12dgr180_c;pg140_c;pg120_c;12dgr181_c;12dgr120_p;12dgr141_p;h_c;12dgr180_p;pg160_c;h_p;pg160_p;12dgr140_p;12dgr181_p;udcpp_c;12dgr160_p;pg141_p
745,b0087,P0A6W3,PAPPT3,,,,udcpp_c;ugmda_c,ump_c;uagmda_c
746,b2582;b2762,P0AGG4;P17854,PAPSR,,,,paps_c;trdrd_c,trdox_c;pap_c;h_c;so3_c
747,b2762;b3781,P17854;P0AA25,PAPSR,5hr3;2o8v,3.40.30.10.9.2.2.1.1.107;3.40.30.10.9.2.2.1.2.107;3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219,5hr3A00;5hr3B00;2o8vB00;2o8vA01,paps_c;trdrd_c,trdox_c;pap_c;h_c;so3_c
748,b2762;b3610,P17854;P0AC62,PAPSR2,1fov;2o8v,3.40.30.10.95.3.1.1.1.82;3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219,1fovA00;2o8vB00;2o8vA01,paps_c;grxrd_c,pap_c;h_c;so3_c;grxox_c
749,b0849;b2762,P68688;P17854,PAPSR2,1ego;2o8v,3.40.30.10.310.2.1.1.1.85;3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219,1egoA00;2o8vB00;2o8vA01,paps_c;grxrd_c,pap_c;h_c;so3_c;grxox_c
750,b1064;b2762,P0AC59;P17854,PAPSR2,2o8v;4kx4,3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219;1.20.1050.10.4.1.2.1.1.126;3.40.30.10.173.1.2.1.1.78,2o8vB00;2o8vA01;4kx4A02;4kx4A01,paps_c;grxrd_c,pap_c;h_c;so3_c;grxox_c
751,b1654;b2762,P0AC69;P17854,PAPSR2,2wci;2o8v,3.40.30.10.133.2.1.1.1.108;3.40.30.10.133.2.1.1.2.106;3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219,2wciA01;2wciB01;2o8vB00;2o8vA01,paps_c;grxrd_c,pap_c;h_c;so3_c;grxox_c
752,b3253,P26646,PCNO,1o89,3.40.50.720.298.1.2.1.1.167;3.90.180.10.46.2.2.1.1.153,1o89A02;1o89A01,nadph_c;nadp_c;prpncoa_c;ppcoa_c;h_c,nadph_c;nadp_c;prpncoa_c;ppcoa_c;h_c
753,b3032,P0AEW4,PDE1,,,,h2o_c;camp_c,amp_c;h_c
754,b0114;b0115;b0116,P0AFG8;P06959;P0A9P0,PDH,,,,coa_c;pyr_c;nad_c,accoa_c;co2_c;nadh_c
755,b1638,P0AFI7,PDX5POi;PYAM5PO,1g79,2.30.110.10.64.1.1.2.1.199,1g79A00,o2_c;pdx5p_c;pyam5p_c;h2o_c,h2o2_c;pydx5p_c;nh4_c
756,b0052;b2564,P19624;P0A794,PDX5PS,1ptm;1m5w,3.40.718.10.8.1.2.1.1.321;3.40.718.10.8.1.2.2.1.321;3.20.20.70.92.2.1.1.1.242;3.20.20.70.92.2.1.1.2.242;3.20.20.70.92.2.1.1.3.242;3.20.20.70.92.2.1.1.4.242;3.20.20.70.92.2.1.1.5.242;3.20.20.70.92.2.1.1.6.242;3.20.20.70.92.2.1.1.7.242;3.20.20.70.92.2.1.1.8.242,1ptmA00;1ptmB00;1m5wA00;1m5wB00;1m5wC00;1m5wD00;1m5wE00;1m5wF00;1m5wG00;1m5wH00,phthr_c;nad_c;dxyl5p_c,co2_c;pdx5p_c;pi_c;nadh_c;h2o_c;h_c
